A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
49,2,238,0,46,6,36,39,2,1.0,A2
43,0,76,6302,44,17,33,32,0,1.0,A3
50,1,78,1,50,0,28,29,2,0.0,0
37,6476,100,1,30,2,64,69,6,1.0,A1
48,0,82,1,46,3,34,35,476,1.0,A8
48,0,77,4,46,0,29,31,2,0.0,0
43,6476,86,1,44,24,42,42,0,1.0,A1
56,1,95,0,56,6,39,39,0,0.0,0
52,0,79,0,52,0,27,27,0,0.0,0
37,0,80,0,20,13,43,59,16,0.0,0
37,0,76,0,20,20,39,55,16,0.0,0
47,1,84,7,46,0,37,38,0,0.0,0
43,4,76,0,42,0,33,424,2,1.0,A7
56,0,92,0,56,16,36,35,0,0.0,0
41,0,75,0,38,16,34,36,476,1.0,A8
44,0,82,0,42,29,38,41,2,0.0,0
37,0,106,6,26,27,68,80,12,0.0,0
45,0,86,5,44,0,41,42,2,0.0,0
38,0,97,0,38,4,59,59,0,0.0,0
42,3,88,0,42,0,46,47,2,0.0,0
59,2,108,0,56,28,49,51,2,0.0,0
51,0,81,3,50,11,30,32,2,0.0,0
45,0,78,0,44,1,33,34,2,0.0,0
37,0,96,0,34,15,59,62,4,0.0,0
45,0,82,0,46,21,37,35,0,0.0,0
45,1,100,0,44,14,54,56,2,0.0,0
37,0,81,0,20,0,44,60,16,0.0,0
41,0,78,6,38,8,37,39,2,0.0,0
43,1,83,2,42,0,40,42,2,0.0,0
43,0,86,0,44,18,42,42,0,0.0,0
38,1,76,0,38,10,38,37,476,1.0,A8
49,0,88,1,50,0,39,39,0,0.0,0
40,6476,82,0,38,0,42,43,2,1.0,A1
45,3,93,6,44,0,48,49,0,0.0,0
50,0,88,3,50,0,38,39,0,0.0,0
44,2,86,0,44,1,42,42,0,0.0,0
42,0,90,0,42,0,48,49,0,0.0,0
37,0,75,0,28,1,38,46,8,0.0,0
53,0,78,0,52,11,25,26,2,0.0,0
38,0,77,0,36,19,39,41,2,0.0,0
49,0,87,0,50,14,38,38,0,0.0,0
37,2,238,0,38,10,39,37,0,1.0,A2
45,5,81,0,44,24262,36,37,0,1.0,A5
41,0,84,6,38,25,44,46,2,0.0,0
58,0,97,0,56,0,39,40,0,0.0,0
108,0,83,0,46,11,34,36,2,1.0,A0
53,0,86,0,52,17,33,35,2,0.0,0
48,1,84,3,46,0,36,37,2,0.0,0
37,0,78,0,0,3,42,78,36,0.0,0
47,2,86,6302,46,0,39,39,0,1.0,A3
37,1,80,0,36,18,43,424,2,1.0,A7
53,0,80,0,52,4,27,28,2,0.0,0
37,0,80,5,36,0,43,44,2,0.0,0
37,0,95,6,16,11,58,80,22,0.0,0
44,0,87,0,44,7,43,43,0,0.0,0
56,0,97,0,54,23,41,42,2,0.0,0
49,2,78,0,50,5,29,29,0,0.0,0
56,0,97,0,56,25,41,40,0,0.0,0
43,0,81,4,42,0,37,39,2,0.0,0
37,0,76,0,34,14,38,42,4,0.0,0
41,1,80,0,42,8,39,39,0,0.0,0
37,0,80,3,30,0,43,49,6,0.0,0
41,0,238,1,38,7,48,50,2,1.0,A2
56,3,96,0,56,0,40,39,476,1.0,A8
50,2,102,0,50,0,51,53,2,0.0,0
43,1,75,0,42,13,32,34,476,1.0,A8
49,0,79,6,50,0,30,30,0,0.0,0
41,1,76,0,38,26,34,37,2,0.0,0
45,2,238,0,44,3,42,43,2,1.0,A2
37,0,106,0,24,28,69,82,14,0.0,0
44,0,84,0,44,6,40,41,0,0.0,0
36,4,82,0,36,0,46,46,0,0.0,0
43,1,86,0,44,13,42,42,0,0.0,0
51,3,82,2,50,0,31,33,2,0.0,0
50,0,79,2,50,0,29,30,0,0.0,0
38,2,76,0,38,20,38,37,0,0.0,0
37,0,94,0,34,23,57,61,4,0.0,0
51,2,86,0,52,18,36,35,0,0.0,0
49,5,80,0,46,12,31,34,2,0.0,0
53,0,84,0,54,0,30,30,0,0.0,0
43,5,102,0,42,0,60,61,2,0.0,0
37,0,105,6,28,0,68,77,8,0.0,0
45,1,88,0,44,0,43,44,0,0.0,0
37,0,75,0,34,8,38,41,2,0.0,0
45,0,76,0,46,22,168,29,0,1.0,A6
37,0,106,0,28,15,69,78,8,0.0,0
37,0,106,1,28,21,69,78,8,0.0,0
56,0,97,0,56,7,40,40,0,0.0,0
37,0,100,1,30,3,64,69,6,0.0,0
43,1,86,2,42,0,43,44,2,0.0,0
37,0,77,6302,4,20,41,83,42,1.0,A3
46,0,82,0,44,26,36,38,2,0.0,0
44,0,81,1,42,17,37,39,2,0.0,0
45,0,74,7,44,0,29,30,2,0.0,0
52,1,88,4,52,24262,36,37,0,1.0,A5
45,0,76,0,46,6,30,29,0,0.0,0
43,1,83,0,42,4,40,42,2,0.0,0
45,5,83,0,44,0,38,39,0,0.0,0
55,1,83,1,54,0,28,29,0,0.0,0
44,1,79,0,44,12,35,35,0,0.0,0
108,0,108,8,54,21,52,53,2,1.0,A0
51,2,81,0,50,10,30,32,2,0.0,0
56,3,86,0,54,27,30,32,2,0.0,0
37,0,76,5,36,0,39,39,0,0.0,0
49,2,85,0,50,25,36,36,0,0.0,0
49,0,81,0,46,22,32,424,2,1.0,A7
50,4,86,0,50,0,37,37,0,0.0,0
51,0,83,6,50,14,32,34,2,0.0,0
41,0,106,0,42,1,65,65,476,1.0,A8
37,0,78,1,28,13,41,50,8,0.0,0
43,0,82,0,42,12,39,41,2,0.0,0
58,1,80,5,56,0,22,23,0,0.0,0
40,0,86,4,38,0,46,48,2,0.0,0
45,1,79,0,44,12,34,35,2,0.0,0
55,0,81,3,54,24262,26,26,0,1.0,A5
37,0,77,0,20,2,40,56,16,0.0,0
44,0,77,6302,44,0,33,34,0,1.0,A3
42,2,77,0,42,0,35,36,2,0.0,0
37,0,79,0,34,6,43,46,2,0.0,0
50,4,106,0,50,0,56,57,0,0.0,0
37,4,76,0,36,1,39,40,2,0.0,0
45,0,83,0,44,19,37,39,2,0.0,0
44,5,81,0,44,0,37,37,0,0.0,0
52,6476,87,0,52,1,35,35,0,1.0,A1
50,0,87,3,50,0,37,38,0,0.0,0
108,1,86,0,56,15,30,29,0,1.0,A0
46,6476,85,5,46,7,39,39,0,1.0,A1
45,1,86,0,46,30,41,40,0,0.0,0
37,0,77,3,36,24262,39,41,2,1.0,A5
49,5,77,0,50,11,29,28,0,0.0,0
37,0,105,0,30,0,68,74,6,0.0,0
55,2,86,1,54,0,31,32,0,0.0,0
37,0,81,4,26,9,45,55,10,0.0,0
37,0,78,6302,4,4,42,83,42,1.0,A3
42,0,85,6,42,0,43,44,2,0.0,0
51,0,78,0,52,9,27,26,0,0.0,0
37,5,78,0,10,0,42,68,26,0.0,0
46,3,76,0,46,6,30,29,0,0.0,0
45,3,81,0,44,19,35,37,2,0.0,0
37,0,82,0,20,28,45,61,16,0.0,0
52,5,238,0,52,1,49,50,0,1.0,A2
37,0,77,0,2,23,40,75,34,0.0,0
37,0,79,4,2,0,43,77,34,0.0,0
44,2,83,0,42,18,39,41,2,0.0,0
37,0,76,0,18,18,40,58,18,0.0,0
49,0,106,6,46,8,58,60,2,0.0,0
37,0,106,0,26,16,168,80,12,1.0,A6
44,0,79,0,42,26,35,37,2,0.0,0
48,0,81,0,50,26,32,32,0,0.0,0
50,4,81,0,50,0,32,32,0,0.0,0
37,0,77,2,36,1,41,41,0,0.0,0
45,0,81,0,46,16,36,35,0,0.0,0
37,0,76,0,36,5,168,39,2,1.0,A6
45,0,88,0,44,8,42,44,2,0.0,0
37,0,90,0,24,17,52,66,14,0.0,0
45,0,80,0,44,7,35,36,2,0.0,0
37,0,76,0,18,4,39,57,18,0.0,0
37,0,106,0,26,6,69,80,12,0.0,0
41,0,86,0,42,25,46,45,0,0.0,0
37,0,93,0,30,28,56,62,6,0.0,0
44,3,77,0,44,6,33,33,0,0.0,0
50,3,85,4,50,0,36,36,0,0.0,0
47,4,87,1,46,0,40,41,0,0.0,0
40,0,80,4,38,0,40,41,2,0.0,0
37,0,82,0,12,19,45,69,24,0.0,0
41,0,238,0,38,8,39,41,2,1.0,A2
51,2,81,0,50,6,30,32,2,0.0,0
37,6476,76,1,36,27,38,39,2,1.0,A1
37,0,79,0,26,5,42,53,12,0.0,0
56,5,96,2,56,0,40,39,0,0.0,0
50,4,91,0,50,0,40,42,2,0.0,0
43,1,81,0,44,22,37,37,0,0.0,0
37,1,106,3,537,6,69,69,0,1.0,A4
45,1,81,0,44,1,36,37,2,0.0,0
44,0,80,2,42,30,168,39,2,1.0,A6
44,3,82,0,42,19,38,41,2,0.0,0
56,4,96,0,54,16,40,42,2,0.0,0
42,2,81,0,42,0,39,424,0,1.0,A7
37,0,76,0,18,30,40,58,18,0.0,0
49,2,77,0,50,1,168,28,0,1.0,A6
51,4,91,6302,52,12,40,39,0,1.0,A3
37,0,77,0,34,22,40,43,2,0.0,0
45,6476,86,0,44,17,41,42,2,1.0,A1
45,1,79,0,44,20,33,35,2,0.0,0
53,4,81,0,54,0,28,27,0,0.0,0
45,0,81,8,44,0,36,37,0,0.0,0
37,0,76,0,20,14,40,55,16,0.0,0
43,0,86,0,42,0,43,45,2,0.0,0
51,1,81,0,52,31,30,30,0,0.0,0
49,0,87,4,50,10,38,38,0,0.0,0
37,0,76,0,38,13,38,37,0,0.0,0
53,0,81,0,54,150,27,26,0,0.0,0
41,1,84,4,42,4,43,43,0,0.0,0
41,1,80,0,42,9,39,39,0,0.0,0
37,0,96,1,12,0,59,83,24,0.0,0
47,2,77,0,46,0,31,31,0,0.0,0
42,3,108,0,42,0,67,67,0,0.0,0
39,3,93,2,38,0,54,55,0,0.0,0
37,0,77,0,36,21,39,41,2,0.0,0
38,0,76,0,36,17,38,40,2,0.0,0
39,0,81,0,38,0,42,43,0,0.0,0
39,1,75,0,38,0,36,36,0,0.0,0
108,0,82,0,54,3,26,28,2,1.0,A0
45,0,87,5,44,0,43,43,0,0.0,0
37,0,76,7,24,26,39,53,14,0.0,0
47,0,86,3,46,0,39,40,0,0.0,0
36,0,83,3,36,0,46,46,0,0.0,0
45,2,80,5,44,0,35,36,0,0.0,0
43,0,83,3,42,0,40,41,2,0.0,0
37,0,81,5,34,0,45,48,2,0.0,0
44,1,86,0,44,1,43,42,476,1.0,A8
51,0,88,6,52,8,37,37,0,0.0,0
41,5,79,0,42,0,38,37,0,0.0,0
50,3,81,0,50,0,31,32,0,0.0,0
37,0,83,0,2,3,46,80,476,1.0,A8
47,1,82,3,46,5,34,35,0,0.0,0
40,0,77,6,38,0,37,38,2,0.0,0
44,1,79,0,44,2,35,35,0,0.0,0
37,0,108,5,34,1,71,74,4,0.0,0
57,4,86,0,56,0,30,30,0,0.0,0
51,0,83,0,52,3,31,31,0,0.0,0
37,0,83,0,30,16,47,52,6,0.0,0
46,0,79,1,46,4,34,33,0,0.0,0
37,0,99,0,28,30,61,70,8,0.0,0
44,0,80,0,44,4,36,36,0,0.0,0
49,0,83,0,50,15,34,34,0,0.0,0
37,0,75,1,28,22,38,46,8,0.0,0
53,0,88,1,54,4,35,424,0,1.0,A7
38,1,79,1,38,0,41,40,476,1.0,A8
108,0,95,0,46,6,47,49,2,1.0,A0
53,0,83,0,52,1,30,32,476,1.0,A8
45,0,78,2,44,4,33,34,2,0.0,0
43,0,238,0,44,15,39,38,0,1.0,A2
43,0,238,7,42,0,38,40,2,1.0,A2
37,0,81,5,20,5,44,61,16,0.0,0
37,5,75,0,34,2,37,41,4,0.0,0
45,1,78,0,44,11,33,34,2,0.0,0
52,6476,86,0,52,0,34,35,0,1.0,A1
37,0,106,0,36,5,68,69,2,0.0,0
37,2,76,0,36,4,39,39,476,1.0,A8
49,0,100,7,46,25,51,54,2,0.0,0
45,1,88,0,46,31,43,42,0,0.0,0
37,0,76,0,28,18,39,424,8,1.0,A7
37,0,94,0,8,9,57,86,30,0.0,0
37,0,77,0,30,19,40,46,6,0.0,0
38,2,78,0,2,0,40,81,40,0.0,0
37,0,102,2,36,0,65,66,2,0.0,0
53,2,88,0,54,3,35,34,0,0.0,0
39,4,76,0,38,0,38,37,0,0.0,0
44,1,77,0,42,30,33,35,2,0.0,0
54,3,79,0,54,0,25,24,0,0.0,0
37,0,104,0,26,6,66,78,12,0.0,0
47,0,90,8,46,0,44,44,0,0.0,0
52,0,84,0,52,5,31,32,0,0.0,0
42,0,81,0,42,34,39,40,0,0.0,0
37,5,90,7,6,0,53,85,32,0.0,0
51,1,102,0,52,7,51,50,0,0.0,0
37,0,105,0,18,20,68,87,18,0.0,0
51,0,86,0,52,23,36,35,0,0.0,0
56,5,79,0,56,0,22,22,0,0.0,0
48,5,81,0,46,3,33,35,2,0.0,0
50,0,84,1,50,2,34,35,0,0.0,0
37,0,97,0,34,27,60,64,4,0.0,0
37,0,76,6,28,8,40,48,8,0.0,0
45,1,81,0,46,9,36,35,0,0.0,0
46,2,238,0,46,3,57,56,0,1.0,A2
43,0,88,3,42,0,45,46,2,0.0,0
49,0,77,0,46,4,29,31,2,0.0,0
38,2,80,0,38,0,42,424,0,1.0,A7
38,3,93,3,38,1,55,55,0,0.0,0
46,5,76,0,46,0,30,30,0,0.0,0
53,0,109,7,52,4,56,57,2,0.0,0
53,0,78,0,52,22,25,26,476,1.0,A8
37,0,77,1,2,0,40,75,34,0.0,0
54,1,86,0,537,0,33,32,0,1.0,A4
48,5,79,1,46,0,31,32,2,0.0,0
37,1,79,0,38,26,41,40,0,0.0,0
68,5,112,0,68,0,44,45,476,1.0,A8
53,0,84,0,54,6,32,30,0,0.0,0
49,0,79,0,50,3,30,30,0,0.0,0
51,0,81,0,50,19,168,32,2,1.0,A6
44,2,81,0,42,17,168,39,2,1.0,A6
42,1,99,0,42,0,57,58,2,0.0,0
37,0,76,0,36,17,39,39,0,0.0,0
37,0,80,0,28,3,43,52,8,0.0,0
58,0,86,0,60,24,28,27,0,0.0,0
42,0,99,1,42,0,58,58,0,0.0,0
41,0,77,6,38,0,36,38,2,0.0,0
49,0,88,1,46,8,40,42,2,0.0,0
37,0,82,2,537,0,45,48,2,1.0,A4
50,4,83,1,50,0,168,33,2,1.0,A6
37,4,79,0,24,0,41,55,14,0.0,0
44,0,77,6,42,27,33,35,2,0.0,0
37,0,77,0,30,16,40,46,6,0.0,0
44,0,79,5,42,14,35,37,2,0.0,0
45,2,76,0,46,6,31,30,0,0.0,0
37,0,77,0,38,16,39,38,0,0.0,0
49,1,85,0,50,20,36,36,0,0.0,0
41,4,83,0,38,0,42,44,2,0.0,0
37,0,93,0,30,20,56,62,6,0.0,0
37,1,83,6302,34,0,46,49,4,1.0,A3
37,3,79,0,18,0,42,61,18,0.0,0
50,1,78,3,50,0,28,29,2,0.0,0
46,0,81,0,46,3,35,35,0,0.0,0
37,0,80,0,34,20,168,46,2,1.0,A6
44,0,76,7,44,6,32,32,0,0.0,0
48,2,90,0,46,24262,41,43,2,1.0,A5
42,4,79,0,42,0,38,38,0,0.0,0
44,6476,81,0,44,12,37,37,0,1.0,A1
36,4,76,0,36,0,40,40,476,1.0,A8
49,6476,81,0,46,30,32,35,2,1.0,A1
42,4,76,0,42,0,35,35,0,0.0,0
41,0,87,0,42,23,46,46,0,0.0,0
46,1,77,2,46,2,32,31,0,0.0,0
49,1,81,5,50,24262,32,32,0,1.0,A5
37,0,78,0,16,21,41,63,22,0.0,0
55,0,86,6,54,0,31,32,2,0.0,0
41,0,83,1,42,2,41,41,0,0.0,0
38,1,83,6302,38,4,45,44,0,1.0,A3
44,4,77,0,537,0,33,34,0,1.0,A4
44,0,88,0,42,21,44,46,2,0.0,0
54,0,84,6,54,0,30,30,476,1.0,A8
37,0,74,1,24,14,37,51,14,0.0,0
37,0,97,3,12,0,59,84,24,0.0,0
53,0,83,0,54,4,30,28,0,0.0,0
53,0,81,3,54,16,28,26,0,0.0,0
37,0,84,0,26,5,47,58,10,0.0,0
51,0,82,2,50,16,31,33,2,0.0,0
44,0,84,0,42,21,41,43,2,0.0,0
37,0,81,0,26,21,44,55,10,0.0,0
43,0,76,0,44,29,32,32,0,0.0,0
37,0,80,0,26,2,43,54,12,0.0,0
37,0,77,0,8,30,41,70,28,0.0,0
43,0,82,0,42,7,39,41,2,0.0,0
37,0,95,0,20,24262,57,74,16,1.0,A5
47,0,238,5,46,0,33,34,0,1.0,A2
37,3,238,7,36,0,72,72,0,1.0,A2
39,5,77,2,38,4,37,424,0,1.0,A7
41,3,108,6302,42,14,66,66,0,1.0,A3
47,4,87,9,46,7,40,41,0,0.0,0
49,1,83,0,46,9,34,36,2,0.0,0
108,4,79,8,54,0,24,24,0,1.0,A0
37,0,77,0,24,15,40,54,476,1.0,A8
41,0,102,0,38,7,61,63,2,0.0,0
49,0,86,1,50,16,38,424,0,1.0,A7
37,0,80,0,36,4,43,44,2,0.0,0
37,0,74,0,28,11,38,46,8,0.0,0
51,0,79,0,52,22,28,27,0,0.0,0
48,0,78,0,46,15,30,32,2,0.0,0
44,0,86,6,44,2,42,42,0,0.0,0
108,0,87,1,54,0,33,33,0,1.0,A0
51,6476,86,1,52,2,35,35,0,1.0,A1
49,1,94,0,50,25,45,45,0,0.0,0
55,2,82,6,54,0,27,28,0,0.0,0
48,6476,83,0,50,22,34,33,0,1.0,A1
41,2,86,0,38,0,46,48,2,0.0,0
108,0,83,7,54,0,29,29,0,1.0,A0
51,3,81,0,52,11,29,29,0,0.0,0
54,3,86,5,54,0,33,32,0,0.0,0
46,0,83,2,46,24262,37,37,0,1.0,A5
37,0,78,5,6,0,41,73,32,0.0,0
51,0,78,7,50,0,27,29,2,0.0,0
49,0,84,0,46,21,36,38,2,0.0,0
55,0,96,0,537,10,41,42,2,1.0,A4
41,0,79,1,42,4,38,38,0,0.0,0
40,1,86,7,38,0,46,47,2,0.0,0
46,0,83,1,44,23,37,39,2,0.0,0
45,0,238,0,44,13,40,42,2,1.0,A2
43,4,79,0,42,24262,36,37,2,1.0,A5
54,0,83,5,54,0,29,29,0,0.0,0
37,0,94,0,10,16,57,84,28,0.0,0
44,1,88,2,44,0,44,44,0,0.0,0
43,5,106,0,42,0,63,64,2,0.0,0
37,2,107,0,38,15,69,68,0,0.0,0
51,0,84,0,50,22,33,35,2,0.0,0
37,2,83,2,34,0,46,49,4,0.0,0
43,3,96,1,42,22,53,55,476,1.0,A8
39,3,79,0,38,0,41,41,0,0.0,0
55,0,98,0,54,26,42,44,2,0.0,0
37,6476,80,0,6,7,43,75,32,1.0,A1
45,0,80,6,44,0,35,36,2,0.0,0
50,3,83,0,50,0,33,33,476,1.0,A8
48,1,89,0,46,0,41,42,2,0.0,0
37,0,238,0,20,23,40,55,16,1.0,A2
51,0,79,0,52,3,27,27,0,0.0,0
49,6476,78,0,50,0,29,29,0,1.0,A1
37,0,79,0,36,0,42,43,0,0.0,0
44,0,86,0,42,30,42,44,2,0.0,0
37,0,82,0,30,27,45,51,6,0.0,0
37,0,82,2,36,3,45,46,2,0.0,0
41,5,89,1,38,0,48,50,2,0.0,0
37,1,76,0,38,10,39,37,0,0.0,0
41,0,83,1,537,3,42,44,2,1.0,A4
44,1,81,0,42,27,37,39,2,0.0,0
53,5,79,0,52,15,26,27,2,0.0,0
49,5,84,0,50,16,35,35,0,0.0,0
41,2,76,0,38,12,35,37,2,0.0,0
37,0,75,0,26,24262,38,49,12,1.0,A5
37,0,77,0,20,20,41,57,16,0.0,0
45,2,77,0,46,15,31,30,0,0.0,0
46,3,79,5,46,0,33,32,0,0.0,0
38,0,97,5,38,1,59,58,0,0.0,0
47,1,79,3,46,0,32,32,0,0.0,0
45,0,83,0,46,26,37,36,0,0.0,0
37,0,79,6,26,18,42,53,10,0.0,0
45,2,238,8,44,0,47,48,0,1.0,A2
39,0,77,3,38,0,37,38,0,0.0,0
47,2,88,2,46,2,40,41,0,0.0,0
37,0,83,0,28,8,46,54,476,1.0,A8
41,0,76,0,42,24,35,34,0,0.0,0
39,16,77,0,28,0,38,48,10,0.0,0
37,0,79,0,34,6,42,46,4,0.0,0
37,0,90,3,18,0,53,72,20,0.0,0
49,0,78,0,46,19,29,32,2,0.0,0
38,2,83,0,38,0,45,44,0,0.0,0
55,3,88,6302,54,0,32,33,2,1.0,A3
60,3,111,0,60,0,50,51,2,0.0,0
108,0,76,0,24,1,40,53,14,1.0,A0
41,0,88,0,38,13,48,50,2,0.0,0
42,3,79,0,42,0,36,37,2,0.0,0
53,0,88,1,52,5,35,36,2,0.0,0
55,0,88,5,54,0,32,33,2,0.0,0
37,1,79,4,18,0,42,61,18,0.0,0
37,3,76,1,36,0,39,40,2,0.0,0
41,0,87,1,42,26,46,46,0,0.0,0
44,2,76,0,44,6,32,32,0,0.0,0
37,0,76,5,38,1,39,37,0,0.0,0
45,0,78,1,44,8,168,34,2,1.0,A6
108,5,76,1,2,0,37,79,42,1.0,A0
41,0,82,4,42,4,41,41,0,0.0,0
46,3,86,7,46,0,40,40,0,0.0,0
56,5,95,0,54,0,39,41,2,0.0,0
56,0,86,0,54,17,30,32,2,0.0,0
41,0,80,0,42,10,39,39,0,0.0,0
37,0,79,0,26,2,42,53,12,0.0,0
44,0,85,0,44,19,41,41,0,0.0,0
37,0,74,0,30,25,168,43,6,1.0,A6
54,5,80,0,54,0,26,424,0,1.0,A7
41,4,238,1,38,0,48,50,2,1.0,A2
37,0,97,4,28,0,60,69,8,0.0,0
37,0,83,0,12,20,46,70,24,0.0,0
44,0,86,6302,44,4,42,42,0,1.0,A3
37,0,93,0,12,14,55,80,24,0.0,0
46,4,82,0,46,15,36,35,0,0.0,0
43,3,79,0,42,0,35,37,2,0.0,0
51,0,88,0,50,3,37,39,2,0.0,0
49,1,110,0,46,6,61,64,2,0.0,0
53,0,81,1,54,19,28,26,0,0.0,0
52,0,86,8,52,0,35,424,0,1.0,A7
37,0,81,0,12,7,45,68,24,0.0,0
53,0,81,4,54,6,28,27,0,0.0,0
37,0,79,0,34,24262,42,45,4,1.0,A5
40,1,97,0,38,0,57,59,2,0.0,0
44,0,88,1,44,12,44,44,0,0.0,0
45,2,85,1,44,0,40,41,476,1.0,A8
52,3,80,0,52,0,28,28,0,0.0,0
39,0,79,1,38,2,40,40,0,0.0,0
55,0,83,0,56,25,28,26,0,0.0,0
37,3,75,0,20,0,38,54,16,0.0,0
55,5,96,0,54,0,41,42,0,0.0,0
43,0,76,0,42,6,32,34,2,0.0,0
39,6476,86,0,38,0,47,48,0,1.0,A1
37,0,76,0,30,27,40,45,6,0.0,0
51,1,81,8,50,0,30,32,2,0.0,0
41,5,107,0,38,0,66,68,2,0.0,0
37,0,76,7,36,0,40,40,0,0.0,0
48,0,79,2,46,0,31,32,2,0.0,0
46,1,100,0,46,0,54,53,0,0.0,0
57,6476,92,0,56,0,35,35,0,1.0,A1
37,0,76,1,30,0,39,45,476,1.0,A8
45,0,76,0,46,5,30,29,0,0.0,0
38,4,77,0,38,14,39,38,0,0.0,0
41,1,79,0,42,9,38,37,0,0.0,0
41,2,86,0,38,0,45,47,2,0.0,0
45,0,83,6302,44,0,38,39,0,1.0,A3
37,0,106,2,36,0,68,69,2,0.0,0
49,0,84,0,46,15,36,38,2,0.0,0
37,0,76,4,18,3,39,57,18,0.0,0
55,0,93,6302,54,6,38,39,0,1.0,A3
48,6476,84,0,46,1,36,38,2,1.0,A1
37,0,84,0,26,6,47,58,10,0.0,0
37,0,96,4,18,0,59,78,18,0.0,0
41,0,82,7,38,5,41,43,2,0.0,0
43,0,86,1,42,19,43,45,2,0.0,0
37,1,107,8,26,0,70,81,12,0.0,0
48,0,81,0,50,31,168,32,0,1.0,A6
49,3,101,0,50,0,52,52,0,0.0,0
46,0,85,2,44,26,39,41,2,0.0,0
52,1,102,0,52,0,50,50,0,0.0,0
46,4,89,0,46,4,43,42,0,0.0,0
57,0,88,0,537,0,31,31,0,1.0,A4
37,0,77,4,30,4,40,46,6,0.0,0
37,5,108,0,36,0,71,72,0,0.0,0
37,0,81,0,8,7,168,73,28,1.0,A6
37,6476,93,7,12,0,55,80,24,1.0,A1
51,0,79,0,52,5,27,27,0,0.0,0
45,1,79,0,44,18,33,35,2,0.0,0
43,4,81,0,42,13,38,40,2,0.0,0
39,5,79,2,38,0,39,40,0,0.0,0
42,1,96,6302,42,0,54,55,2,1.0,A3
37,4,79,0,28,0,42,51,8,0.0,0
45,0,87,0,44,24262,42,43,2,1.0,A5
43,1,83,0,42,3,39,41,2,0.0,0
38,0,81,0,36,26,43,44,2,0.0,0
41,0,86,0,42,13,46,45,476,1.0,A8
55,3,77,0,54,0,23,23,0,0.0,0
47,1,95,2,46,0,48,49,0,0.0,0
108,0,81,0,44,26,36,37,2,1.0,A0
43,3,77,0,42,0,34,35,2,0.0,0
37,0,93,0,12,12,55,80,24,0.0,0
43,0,85,1,44,7,42,41,0,0.0,0
55,2,81,0,54,0,26,27,2,0.0,0
44,0,79,0,42,30,35,37,2,0.0,0
37,0,78,0,0,8,41,78,36,0.0,0
37,0,79,0,18,16,168,61,18,1.0,A6
37,4,77,1,2,28,40,80,40,0.0,0
51,0,86,0,50,28,35,37,2,0.0,0
41,0,83,0,42,27,42,41,0,0.0,0
37,0,104,0,16,20,67,89,22,0.0,0
37,0,76,0,34,7,39,42,2,0.0,0
46,0,88,0,44,30,43,44,2,0.0,0
40,0,76,1,38,0,36,37,2,0.0,0
48,0,88,0,46,4,40,42,2,0.0,0
37,0,76,2,28,0,39,47,8,0.0,0
37,0,77,4,0,0,41,77,36,0.0,0
51,5,88,0,50,21,37,39,2,0.0,0
43,5,79,0,42,0,37,38,2,0.0,0
37,0,76,3,20,3,40,55,16,0.0,0
44,0,81,2,42,16,37,39,2,0.0,0
59,0,86,0,56,16,28,30,2,0.0,0
37,0,76,0,26,10,39,50,12,0.0,0
47,0,88,2,46,0,41,42,0,0.0,0
53,0,102,3,54,6,49,48,0,0.0,0
37,0,77,0,34,4,40,43,4,0.0,0
49,5,82,0,50,7,33,33,0,0.0,0
37,0,76,1,24,1,39,52,14,0.0,0
42,2,86,0,42,0,44,44,0,0.0,0
37,0,83,4,36,0,46,46,0,0.0,0
45,0,108,0,44,10,62,64,2,0.0,0
48,3,84,0,46,7,168,38,2,1.0,A6
44,1,76,0,44,7,32,32,0,0.0,0
38,4,79,0,38,0,41,424,0,1.0,A7
37,0,95,6,16,24,58,80,22,0.0,0
46,0,88,0,46,1,43,42,0,0.0,0
56,0,82,6302,56,3,26,25,0,1.0,A3
55,3,81,1,54,0,26,26,0,0.0,0
50,3,82,0,50,0,32,33,2,0.0,0
53,0,80,0,54,22,27,26,0,0.0,0
42,1,83,0,42,0,41,42,2,0.0,0
49,0,88,2,46,7,39,41,2,0.0,0
56,3,87,0,54,22,31,33,2,0.0,0
37,6476,80,0,10,11,43,70,26,1.0,A1
48,0,88,0,46,1,39,41,2,0.0,0
46,0,83,0,44,22,37,39,2,0.0,0
37,0,238,0,16,16,67,89,22,1.0,A2
49,0,80,0,50,10,31,31,476,1.0,A8
46,0,86,0,46,6,40,39,0,0.0,0
49,6476,86,7,50,27,38,37,0,1.0,A1
53,2,86,4,54,5,32,32,0,0.0,0
42,0,77,4,42,0,35,36,2,0.0,0
53,2,86,0,54,0,32,32,476,1.0,A8
37,1,80,0,34,19,43,46,476,1.0,A8
43,0,84,1,44,23,41,41,0,0.0,0
47,1,85,3,46,0,38,39,0,0.0,0
37,0,80,0,2,11,43,77,34,0.0,0
37,0,77,5,28,11,41,49,8,0.0,0
43,5,88,2,42,0,45,47,2,0.0,0
45,6476,86,7,44,10,40,42,2,1.0,A1
37,6476,79,0,8,12,42,71,28,1.0,A1
51,0,87,0,50,14,36,38,2,0.0,0
41,0,81,0,38,29,39,42,2,0.0,0
49,3,78,0,50,0,29,29,0,0.0,0
38,0,82,0,38,8,44,43,0,0.0,0
37,0,78,0,8,1,41,70,30,0.0,0
